passportfrom_country_name,passportfrom_alpha_3code,New_Overall_ranking,gain-loss,gain-loss-rank,passportfrom_destinations_visafree,passportfrom_welcomed_visafree,visaFreeRatio,visafree_percent,visafree_countries_Rank,countryto_GDP_2016_billions_USD,countryto_UN_World_GDP_percent,GDP_Rank,countryto_surface_area,countryto_Surface_area_covered_percent,Surface_Rank,countryto_population_millions,countryto_UN_population_Value_percent,Population_Rank,countryto_unesco_total_sites,countryto_unesco_total_sites_percent,unesco_total_sites_Rank,passportfrom_region_name,passportfrom_sub_region_name,passportfrom_development_status,passportfrom_GDP_2016_billions_USD,passportfrom_GDP_capita_2016_USD,passportfrom_UN_World_GDP_percent,passportfrom_population_millions,passportfrom_UN_population_Value_percent,passportfrom_surface_area,passportfrom_Surface_area_covered_percent,passportfrom_unesco_total_sites,passportfrom_unesco_total_sites_percent,passportfrom_trade_import_UN,passportfrom_trade_export_UN,passportfrom_openness_index,passportfrom_unemployment_rate_UN,passportfrom_visitor_arrivals,passportfrom_tourism_expenditure
Egypt,EGY,173,-3,114,50.0,113.0,0.4,0.22026431718061673,170,2939.1730000000002,0.038852835180560805,171,14189.0,0.10420675371983373,173,1006.91,0.13191847836055354,173,135.0,0.11568123393316196,168,Africa,Northern Africa,Developing,270.144,2823.0,0.0035710250152057796,99.38,0.013020089560608007,1002.0,0.007358881332530368,7.0,0.005998286203941731,58053.0,22507.0,298.21132433072734,11.9,14051.0,3305.0
Cameroon,CMR,177,-4,123,49.0,8.0,6.1,0.21585903083700442,173,2224.378999999999,0.029403995840360762,182,14400.0,0.10575637843157416,170,1003.3,0.13144552079048114,174,109.0,0.0934018851756641,185,Africa,Sub-Saharan Africa,Developing,32.217,1374.0,0.0004258755068218601,24.68,0.0032334052158966148,476.0,0.003495835842599257,2.0,0.001713796058269066,4899.0,2984.0,244.68448334730112,4.1,573.0,
Myanmar,MMR,174,-1,94,49.0,15.0,3.3,0.21585903083700442,173,3283.294,0.0434017598254081,168,13624.0,0.10005728470498378,178,1144.96,0.15000484748756032,168,128.0,0.10968294772922021,174,Asia,South-eastern Asia,Least Developed,65.698,1242.0,0.0008684597897750431,53.86,0.0070563697296674105,677.0,0.004972018624873313,1.0,0.000856898029134533,15696.0,11673.0,416.58802398855374,0.8,792.0,2269.0
Nigeria,NGA,184,-9,157,48.0,19.0,2.5,0.21145374449339208,175,1361.9759999999997,0.018003917784995802,193,14760.0,0.10840028789236351,167,794.3699999999999,0.10407293765606945,186,108.0,0.09254498714652955,186,Africa,Sub-Saharan Africa,Developing,404.649,2176.0,0.005349042367692799,195.88,0.025662861170576538,924.0,0.006786034282692675,2.0,0.001713796058269066,35194.0,32883.0,168.23716356644894,3.9,1555.0,1085.0
Congo,COG,175,0,78,48.0,15.0,3.2,0.21145374449339208,175,2028.1809999999996,0.02681046066677429,185,16325.0,0.11989394985385056,156,996.9700000000001,0.13061620737813812,175,125.0,0.1071122536418166,178,Africa,Sub-Saharan Africa,Developing,7.778,1517.0,0.00010281713666885272,5.4,0.0007074711574490163,342.0,0.0025117139877498863,1.0,0.000856898029134533,9793.0,2540.0,1585.6261249678582,14.6,194.0,
Liberia,LBR,172,3,59,48.0,16.0,3.0,0.21145374449339208,175,3636.8309999999988,0.048075154277258975,157,14389.0,0.10567559230916115,171,1098.87,0.14396645014555565,170,125.0,0.1071122536418166,178,Africa,Sub-Saharan Africa,Least Developed,2.757,598.0,3.644469603960234e-05,4.85,0.0006354139099310609,111.0,0.0008152054170767174,,,761.0,649.0,511.42546245919476,2.3,,
Burundi,BDI,170,8,36,47.0,7.0,6.7,0.20704845814977973,178,2864.569,0.037866647257695916,173,15595.0,0.11453268900280549,161,1191.5499999999997,0.15610875141821765,163,128.0,0.10968294772922023,174,Africa,Sub-Saharan Africa,Least Developed,2.874,273.0,3.7991315349226376e-05,11.22,0.0014699678493662893,28.0,0.00020563740250583863,,,625.0,123.0,260.2644398051496,1.6,142.0,2.0
Djibouti,DJI,182,-3,114,46.0,197.0,0.2,0.2026431718061674,179,2292.698,0.030307102546465074,178,10975.0,0.0806025175893421,187,896.5400000000001,0.11745855398135946,179,119.0,0.10197086546700942,180,Africa,Sub-Saharan Africa,Least Developed,1.892,2007.0,2.5010288323151113e-05,0.97,0.00012708278198621218,23.0,0.00016891643777265316,,,987.0,134.0,592.4947145877379,6.2,51.0,34.0
Kosovo,,186,-6,141,45.0,111.0,0.4,0.19823788546255505,180,2106.77,0.0278493261789456,184,9568.0,0.07026923811342371,189,708.12,0.09277305111348101,189,128.0,0.10968294772922021,174,Europe,Southern Europe,,,,,,,,,,,,,,,,
Sri Lanka,LKA,191,-10,159,44.0,179.0,0.2,0.19383259911894274,181,1719.4749999999995,0.02272968578987858,188,8365.0,0.0614341739986193,193,619.0899999999999,0.08110894793798361,193,79.0,0.0676949443016281,193,Asia,Southern Asia,Developing,81.322,3910.0,0.001074992952967915,20.95,0.002744726064547572,66.0,0.0004847167344780482,8.0,0.006855184233076264,19501.0,10546.0,369.4818130395219,4.9,654.0,4591.0
Congo (Democratic Republic of the),COD,183,-2,106,44.0,8.0,5.5,0.19383259911894274,181,1848.0559999999998,0.02442939397321848,187,13760.0,0.10105609494572641,175,917.09,0.1201508747749849,177,111.0,0.09511568123393317,184,Africa,Sub-Saharan Africa,Least Developed,40.337,512.0,0.0005332135307034602,84.01,0.011006417025424419,2345.0,0.017222132459863985,5.0,0.004284490145672665,5907.0,5114.0,273.2230954210774,3.7,81.0,4.0
Ethiopia,ETH,185,-2,106,43.0,43.0,1.0,0.1894273127753304,183,2199.3299999999995,0.02907287389944817,183,11097.0,0.08149850912883182,186,898.1899999999998,0.11767472572391333,178,112.0,0.09597257926306771,183,Africa,Sub-Saharan Africa,Least Developed,70.315,687.0,0.0009294917671471303,107.53,0.014087846955646799,1104.0,0.008107989013087352,9.0,0.007712082262210797,19121.0,1724.0,296.4516817179834,5.2,468.0,2138.0
Iran (Islamic Republic of),IRN,181,2,64,43.0,184.0,0.2,0.1894273127753304,183,2761.1449999999986,0.036499488663862094,175,11647.0,0.08553781524948222,182,669.9,0.08776572747686961,191,138.0,0.11825192802056557,165,Asia,Southern Asia,Developing,425.403,5299.0,0.005623388839076878,82.01,0.010744390670813671,1629.0,0.011963690310071827,23.0,0.01970865467009426,35342.0,45629.0,190.33951335557106,13.5,2938.0,
Korea (Democratic People's Republic of),PRK,188,-5,131,43.0,1.0,43.0,0.1894273127753304,183,1413.3609999999996,0.018683174479226843,192,11224.0,0.08243122163305475,185,831.9900000000001,0.1090016533862976,182,107.0,0.09168808911739501,187,Asia,Eastern Asia,Developing,16.789,665.0,0.00022193326144682033,25.61,0.0033552474707906122,121.0,0.0008886473465430884,2.0,0.001713796058269066,2758.0,1010.0,224.43266424444576,4.6,,
Libya,LBY,176,10,26,42.0,3.0,14.0,0.18502202643171806,186,2535.2260000000006,0.03351307252872575,176,15708.0,0.11536258280577545,160,888.6800000000001,0.11642879040773924,181,131.0,0.11225364181662384,173,Africa,Northern Africa,Developing,42.96,6826.0,0.0005678868849696469,6.47,0.0008476552571657657,1676.0,0.01230886737856377,5.0,0.004284490145672665,8789.0,4902.0,318.6918063314711,18.6,,
Lebanon,LBN,179,7,41,42.0,103.0,0.4,0.18502202643171806,186,3338.2100000000005,0.04412769269726548,167,11274.0,0.08279843128038658,184,822.4300000000001,0.10774916741125823,185,135.0,0.11568123393316196,168,Asia,Western Asia,Developing,50.458,8400.0,0.0006670027104701686,6.09,0.0007978702497897238,10.0,7.344192946637094e-05,5.0,0.004284490145672665,18703.0,2977.0,429.6642752388125,6.3,2168.0,7153.0
South Sudan,SSD,189,-3,114,42.0,8.0,5.2,0.18502202643171806,186,1902.7809999999995,0.02515280202210032,186,11587.0,0.085097163672684,183,662.35,0.08677657798821406,192,105.0,0.08997429305912598,188,Africa,Sub-Saharan Africa,Least Developed,6.534,534.0,8.637273990669629e-05,12.92,0.001692690250785424,659.0,0.004839823151833845,,,750.0,2389.0,480.41016222834406,12.1,,
Bangladesh,BGD,193,-7,144,42.0,169.0,0.2,0.18502202643171806,186,1527.4289999999999,0.020191035773331072,191,7710.0,0.056623727618572005,195,728.0200000000001,0.09538021334185794,188,63.0,0.053984575835475564,195,Asia,Southern Asia,Least Developed,220.837,1355.0,0.002919237337431143,166.37,0.02179666230829497,148.0,0.0010869405561022899,3.0,0.002570694087403599,50210.0,32013.0,372.324384047963,3.4,303.0,175.0
Nepal,NPL,147,43,1,41.0,187.0,0.2,0.18061674008810572,190,4985.300000000002,0.06590052345528817,135,14532.0,0.10672581190053025,169,2585.0,0.3386690633343902,76,136.0,0.11653813196229648,166,Asia,Southern Asia,Least Developed,20.914,722.0,0.00027646150633741143,29.62,0.00388061031178516,147.0,0.0010795963631556528,4.0,0.003427592116538132,8879.0,729.0,459.40518313091707,2.1,603.0,498.0
Sudan,SDN,190,1,71,40.0,10.0,4.0,0.1762114537444934,191,1584.3299999999995,0.020943208297578234,190,9491.0,0.06970373525653265,190,736.2800000000001,0.09646238218640031,187,100.0,0.0856898029134533,189,Africa,Northern Africa,Least Developed,82.887,2094.0,0.0010956806386051936,41.51,0.005438356989946049,,,3.0,0.002570694087403599,7365.0,5455.0,154.66840397167226,12.9,495.0,1009.0
"Palestine, State of",PSE,187,4,53,40.0,102.0,0.4,0.1762114537444934,191,2925.7740000000003,0.038675714222187706,172,10398.0,0.07636491825913248,188,831.1299999999999,0.10888898205381498,183,98.0,0.08397600685518423,190,Asia,Western Asia,Developing,13.397,2796.0,0.00017709452043618155,5.05,0.0006616165453921355,6.0,4.406515767982257e-05,3.0,0.002570694087403599,5364.0,926.0,469.50809882809585,23.7,522.0,284.0
Eritrea,ERI,192,1,71,39.0,3.0,13.0,0.17180616740088106,193,1663.301,0.021987123455700617,189,9437.0,0.06930714883741425,191,702.07,0.09198042139078351,190,84.0,0.07197943444730077,191,Africa,Sub-Saharan Africa,Least Developed,5.414,1093.0,7.156749523337216e-05,5.19,0.0006799583902148879,118.0,0.0008666147677031771,1.0,0.000856898029134533,3326.0,16.0,617.2885112670854,6.8,84.0,48.0
Yemen,YEM,195,-1,94,38.0,14.0,2.7,0.16740088105726872,194,947.4129999999999,0.01252382256400717,195,7738.0,0.056829365021077834,194,468.06000000000006,0.06132202776955306,195,79.0,0.0676949443016281,193,Asia,Western Asia,Least Developed,25.374,920.0,0.0003354181056615414,28.92,0.0037889010876713983,528.0,0.0038777338758243856,4.0,0.003427592116538132,3311.0,24.0,131.43375108378655,17.8,1025.0,
Pakistan,PAK,196,-1,94,34.0,6.0,5.7,0.14977973568281938,195,753.069,0.009954795357942435,198,7399.0,0.05433968361216786,196,542.82,0.07111657290490278,194,55.0,0.047129391602399304,197,Asia,Southern Asia,Developing,282.506,1462.0,0.003734437903287594,200.81,0.026308756134692027,796.0,0.005845977585523127,6.0,0.005141388174807198,46998.0,20534.0,239.04625034512543,0.7,907.0,879.0
Syrian Arab Republic,SYR,194,2,64,33.0,27.0,1.2,0.14537444933920704,196,1227.04,0.016220203057103245,194,8593.0,0.06310864999045254,192,467.06999999999994,0.06119232472402074,196,83.0,0.07112253641816624,192,Asia,Western Asia,Developing,22.163,1203.0,0.00029297199794185946,18.28,0.0023949208811422256,185.0,0.0013586756951278623,6.0,0.005141388174807198,2383.0,1265.0,164.59865541668546,8.6,8546.0,
Somalia,SOM,197,-1,94,33.0,199.0,0.2,0.14537444933920704,196,893.4779999999998,0.011810857500207404,197,5949.0,0.04369060383954408,198,435.98,0.05711912504159669,197,52.0,0.04455869751499571,198,Africa,Sub-Saharan Africa,Least Developed,1.318,92.0,1.74226004280725e-05,15.18,0.0019887800314955678,638.0,0.004685595099954466,,,530.0,925.0,1103.9453717754172,6.0,,
Iraq,IRQ,197,1,71,31.0,2.0,15.5,0.13656387665198239,198,912.5559999999999,0.012063048980455331,196,6752.0,0.049587990775693654,197,356.64,0.046724539554188364,199,60.0,0.051413881748071974,196,Asia,Western Asia,Developing,160.021,4301.0,0.0021153125516696425,39.34,0.005154058395193389,435.0,0.0031947239317871357,5.0,0.004284490145672665,45831.0,43774.0,559.9577555445849,11.2,1518.0,2479.0
Afghanistan,AFG,199,-1,94,31.0,1.0,31.0,0.13656387665198239,198,461.1469999999999,0.006095887647651248,199,5886.0,0.043227919683905935,199,417.72,0.054726824424000585,198,41.0,0.03513281919451585,199,Asia,Southern Asia,Least Developed,20.235,584.0,0.00026748582675420864,36.37,0.004764949258596429,653.0,0.0047957579941540224,2.0,0.001713796058269066,6534.0,596.0,352.3597726711144,7.8,,
